Sample	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
Stenotrophomonas_sp._ZAC14D2_NAIMI4_7	0	0	0	0	0	0.00111	0	0.00328	0	0	0	0.00141	0.00434	0.00743	0	0.00187	0	0.0094	0.00514	0	0.0130873	0	0	0.00168	0.00858	0.00108	0.00485	0.00225	0	0	0	0	0	0.00946	0	0.0048	0	0	0.0032	0	0	0	0	0.0216886	0.00391	0	0.0078	0.0013	0.00306	0.00776	0	0	0.00421	0.00129	0.00408	0	0	0.0049	0	0	0	0.00182	0	0	0.00249	0.0656698	0.00691	0	0	0	0	0	0	0	0.00295	0	0.00142	0	0	0.00108	0	0	0	0	0	0	0.00201	0	0.00504	0	0	0.00248	0	0.0021	0.00121	0.0015	0	0	0.00114	0.00104	0	0.00211	0.00266	0	0	0	0.00437	0	0.00102	0.00133	0.0243482	0	0	0.00216	0	0	0	0	0.00679	0	0	0.0043
Pseudomonas_sp._HLS-6	0	0	0.0011	0	0	0	0	0	0.00683	0	0	0.00423	0.00289	0.00297	0.00111	0	0.00205	0.00157	0.00257	0.0513251	0	0	0.00271	0.00168	0.00286	0	0.00162	0.00112	0.00413	0	0	0	0.0022	0.0042	0.00235	0.0032	0.00438	0	0.0016	0.00182	0.00319	0.00532	0.00129	0.00155	0.0013	0	0	0.0013	0.00612	0.0031	0.002	0.0134785	0.0014	0.00129	0.00408	0	0	0.00245	0.0011	0.00108	0	0.00182	0.00336	0	0	0.0202061	0.00576	0	0	0.0024	0	0.00248	0.00743	0	0.00589	0	0.00283	0	0.00512	0.00108	0	0	0.00169	0.00924	0	0	0	0.0013	0.00126	0.00148	0.00228	0.00124	0	0.0209866	0.00121	0	0	0	0.00455	0.00418	0	0.00211	0	0	0.0011	0	0	0	0.00306	0	0.00529	0.00111	0	0.00324	0.00266	0.0026	0	0	0.00226	0	0.00202	0.00215
Labrenzia_aggregata	0	0	0.0011	0	0	0	0.0127479	0	0.0221934	0	0	0.00282	0.00145	0.00892	0	0.00562	0	0.0047	0.00129	0	0.00654	0	0	0.00503	0.00286	0	0.00162	0.00225	0	0	0.0092	0	0.0022	0.00631	0	0.008	0.00438	0.00255	0	0	0	0.00532	0.00129	0.00465	0.00652	0	0.00468	0.0013	0	0.00465	0	0	0.00983	0.00258	0	0	0.00133	0.00245	0	0	0	0.00363	0.00671	0.0111284	0	0	0.00115	0	0	0	0	0	0	0.00337	0.00295	0.00326	0	0	0	0	0	0	0	0	0	0	0.00201	0	0.00504	0	0	0.00124	0	0.00525	0.00121	0	0	0	0	0	0	0.0116298	0.00398	0	0.0011	0	0.00437	0	0	0	0.00529	0	0.00393	0.0161963	0	0	0	0	0.00339	0	0	0
Pseudogulbenkiania_sp._NH8B	0	0	0	0	0	0	0.00425	0	0	0.00238	0.00428	0.00141	0.00145	0.00446	0.00664	0.00187	0	0.0047	0.00257	0	0.00654	0	0	0.00671	0.00286	0	0.00162	0.00225	0.00206	0.0064	0	0	0.0022	0.00315	0	0.0127971	0.00876	0.0051	0	0.00182	0	0.00106	0	0.00775	0.00261	0	0.00624	0.0013	0.00306	0.00465	0.004	0.0027	0.00281	0.00129	0	0	0.00133	0.0049	0	0	0.00111	0.00363	0	0	0.00124	0	0.00346	0	0	0	0	0.00124	0.00124	0	0.00295	0.00326	0	0	0.00171	0	0	0	0	0	0	0.00172	0.00604	0	0	0.00148	0	0	0	0.00315	0.00483	0.0015	0.005	0	0	0.00104	0	0.0105725	0.00266	0.00105	0	0	0.0109347	0	0.00204	0	0.0127034	0	0.00786	0.00756	0	0.0013	0	0	0.00679	0	0	0.00215
Streptomyces_sp._S8	0	0	0.00881	0	0.00836	0	0.00106	0	0	0	0	0.00141	0	0.00149	0.00221	0.00187	0	0.00627	0.00386	0.00467	0.0458055	0	0.00271	0	0.00286	0.00108	0.00324	0.00449	0.00413	0	0	0.00369	0	0.0042	0.0047	0.0064	0.00438	0.00255	0	0.00182	0	0	0	0.00155	0.00261	0	0.00156	0	0.00306	0.00155	0.008	0	0.0014	0.00386	0.00408	0	0	0.0183688	0.0011	0.00108	0.00111	0.00182	0	0	0.00124	0	0.00346	0	0	0.0024	0	0	0	0.00562	0.00884	0	0	0	0.0102412	0	0.00109	0	0	0	0	0	0.00201	0	0.00252	0	0	0	0	0.0136413	0.00121	0	0	0	0	0	0	0.00529	0.00133	0	0	0	0.00219	0	0.0122446	0.00133	0.00212	0.00334	0.00393	0	0.00266	0	0	0.00334	0.00226	0	0	0
Marichromatium_purpuratum	0	0.013656	0.0033	0	0	0	0.00212	0	0	0.00476	0.00214	0.00423	0.00145	0.00595	0.013287	0.00374	0	0.00157	0.00129	0.00467	0	0	0	0.00336	0	0	0.00324	0.00225	0.00206	0.00427	0	0	0.0022	0.00526	0	0.0096	0.00438	0.00127	0	0.00364	0	0.00106	0.00129	0.0062	0.0013	0.00197	0.0124735	0	0	0.00465	0.002	0	0.0014	0.00258	0	0	0.00133	0.00735	0	0	0	0	0	0.00556	0	0	0.00346	0	0	0.0012	0	0.00124	0	0.00225	0.00295	0	0.00142	0	0.00171	0.00108	0	0	0	0	0	0	0.00402	0	0	0.00148	0	0.00248	0.00252	0.00839	0.00483	0	0.0025	0	0	0	0	0.00211	0.00531	0	0.0011	0	0.00219	0	0.00408	0.00133	0.00423	0.00223	0	0.00756	0	0	0	0	0.00565	0	0	0.0043
Streptomyces_qaidamensis	0	0.0109248	0	0.00636	0	0	0.00212	0	0	0.00238	0	0	0	0.00297	0.00554	0.00374	0	0.00313	0.00129	0.00467	0.00654	0	0.00271	0.00503	0.00286	0.00108	0.00809	0.00225	0.00619	0.00427	0	0	0	0.00315	0	0.008	0	0	0	0	0	0	0.00129	0.00155	0.00261	0.00197	0.0078	0	0.00612	0.0031	0.002	0.0027	0.00281	0.00258	0.00408	0	0.00133	0.0134705	0.0011	0	0	0	0	0	0.00124	0	0.00461	0.00165	0	0.0024	0	0.00248	0	0	0.0176762	0	0	0	0.00853	0.00108	0	0	0	0	0	0	0.00201	0	0.00252	0.00148	0	0.00372	0.00252	0.00735	0.00121	0	0	0	0	0	0	0.00529	0.00398	0.00105	0	0	0.00219	0	0.00612	0.00265	0.00212	0.00334	0.00196	0.00108	0.00266	0.0013	0	0.00334	0.00792	0	0	0.00108
Marinobacter_hydrocarbonoclasticus	0	0.0382367	0.0011	0	0	0	0	0	0	0.00476	0.0075	0	0	0.00149	0	0	0	0.0047	0.00129	0	0.00654	0	0	0.00336	0.00858	0	0.00162	0.00225	0.00206	0.00213	0	0.00369	0.0066	0.00631	0.00235	0.0016	0.00876	0	0	0.00182	0	0	0	0.00465	0.0013	0	0.00156	0	0.00612	0.00465	0.004	0	0.012642	0.00129	0	0	0.00133	0.00245	0	0	0	0	0.00336	0	0	0.0101031	0.0023	0	0	0.0024	0	0.0185669	0	0.00112	0.00589	0	0	0	0.00171	0	0	0	0.00169	0	0.00349	0.00172	0.00201	0	0.0063	0.00148	0	0.00124	0	0.00105	0.00121	0	0	0	0	0	0	0	0.00266	0	0	0.00243	0.00219	0	0.00306	0	0.00529	0	0	0.00108	0	0	0	0.00334	0.0169645	0	0	0
Propionibacterium_virus_P144	0	0	0	0	0.0214843	0	0.00425	0	0	0.00238	0	0.00846	0	0	0.00332	0.00374	0.00615	0.00157	0	0.00933	0	0	0.00542	0.00168	0.00572	0	0	0	0.00206	0.014934	0.0046	0.00739	0.0110072	0.00315	0	0	0	0.00127	0	0.00364	0	0.00319	0.00901	0.0031	0	0	0.00312	0.0026	0.00306	0	0.002	0.0027	0	0	0	0	0.00266	0.00367	0.0011	0	0	0	0.0117434	0	0.00124	0	0	0	0	0.00361	0	0.00248	0.00248	0	0.00295	0	0.0198101	0.00229	0.00341	0.00216	0	0	0.00338	0	0	0	0	0	0.00252	0	0.00912	0.00124	0	0	0	0.0045	0	0	0	0.00104	0	0	0	0	0	0.00243	0	0	0	0	0	0	0.00786	0	0.00266	0.0013	0	0.00667	0	0	0.00606	0
Bacillus_simplex	0.00109	0	0	0	0	0	0	0	0.00341	0	0	0	0.00289	0	0	0.00187	0	0	0	0	0.00654	0.0432807	0	0	0	0	0.00647	0	0	0	0	0	0.0044	0.00105	0	0.0016	0	0	0	0.00182	0	0	0	0	0.0013	0.0432483	0	0	0.00306	0	0	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2119874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0530448	0	0	0	0	0
Streptomyces_sp._FR-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0.0112347	0	0.00157	0.00129	0	0	0	0	0.00168	0.00858	0	0	0.00225	0.00413	0	0	0	0	0	0.0187824	0	0.0175285	0	0	0.00364	0	0	0	0	0	0	0.00312	0	0.00306	0	0	0	0.0014	0	0.00815	0	0	0	0.0011	0.00108	0	0	0	0	0.0385884	0	0.00921	0	0	0	0	0	0	0	0.0206222	0.00978	0	0	0.0221892	0.00216	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0.00735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0336728	0	0	0.0111478	0	0	0	0	0	0	0.00339	0	0	0
Streptomyces_pluripotens	0	0.00683	0	0.00742	0	0	0.00637	0.00219	0	0	0	0.00282	0.00289	0.00149	0.00664	0	0	0.00157	0.00257	0	0.00654	0	0	0.00168	0.00572	0	0	0.00337	0.00413	0.00213	0	0.00369	0	0.00526	0.00235	0.0032	0.00438	0.00255	0	0.00182	0	0	0.00129	0.0062	0.00261	0.00197	0.0171511	0.0013	0.00306	0.00155	0	0.0027	0.0014	0.00129	0	0	0	0.00245	0	0.00108	0	0.00363	0.00336	0.0166926	0.00249	0	0.00576	0	0	0.00361	0	0.00124	0	0.0045	0.00589	0.00326	0	0	0.00171	0.00108	0	0	0.00338	0	0	0	0	0	0.00126	0.00148	0.00684	0.00124	0	0.0042	0.00363	0.0015	0	0	0	0.00209	0	0.00106	0	0	0	0.00243	0.00219	0	0.00918	0.00398	0.00423	0.00223	0.00589	0.00324	0	0	0	0	0.00339	0	0.00202	0.00215
Corynebacterium_kutscheri	0	0.00956	0.0033	0	0	0	0.00212	0	0	0	0	0	0	0	0	0.00187	0	0.00157	0.00129	0	0	0	0.00271	0	0.00286	0.00108	0	0.00225	0	0	0.0046	0	0.0022	0.00315	0.00822	0	0.00438	0.00127	0.0016	0.00182	0.00159	0	0.00258	0	0	0	0.00156	0.0026	0.00306	0.0031	0	0	0.00281	0	0	0	0.00133	0.00122	0.0011	0.00108	0	0	0.00336	0	0.0211614	0.0151546	0.0023	0.00495	0	0.0012	0	0.00124	0	0.00225	0	0.0130353	0	0.00114	0.00171	0.00324	0.00109	0	0.00169	0.00185	0.00174	0.00172	0.00201	0	0.00504	0.00295	0	0	0	0.0167893	0.00121	0.006	0	0	0	0.00104	0	0.00211	0.00133	0	0.0011	0.00243	0.00219	0.00496	0.0122446	0	0	0.00111	0.00786	0	0.00531	0.0013	0	0.0100117	0.00339	0.00109	0.00202	0
Propionibacterium_phage_PHL301	0	0.0041	0	0	0	0	0	0.0142063	0	0.00238	0.00321	0.00141	0.00145	0	0	0	0.00819	0.00313	0	0	0	0	0.00271	0.00168	0	0.00108	0	0.00112	0.00206	0.00213	0	0	0.0044	0.0021	0.00117	0	0	0.00382	0.0064	0.00728	0	0.00851	0.00773	0	0	0	0.00624	0.00651	0	0.00155	0.004	0	0.0014	0.00258	0.00815	0.00104	0.00133	0.00122	0.0033	0.00434	0.00111	0.00182	0	0	0.00124	0	0	0	0	0.00481	0	0	0.00124	0	0	0	0.0226401	0.00229	0.00341	0.00108	0.00219	0	0.00506	0.00185	0	0.00344	0.00201	0	0.00126	0	0	0	0	0	0	0.0045	0	0.00206	0.00227	0.00313	0	0	0	0	0	0.00485	0	0	0	0	0	0	0	0	0.00797	0.0026	0	0	0	0	0.00202	0
Raoultella_planticola	0	0	0	0	0	0	0	0	0.00683	0	0	0.015508	0.00145	0.0104088	0	0.00187	0	0.00157	0.00129	0	0	0.00271	0	0	0.00286	0	0.00162	0.00112	0.00206	0.00853	0	0.00369	0	0.00105	0	0	0.00438	0.00255	0.0016	0.00182	0	0	0	0	0.00391	0.00197	0	0	0	0.00465	0.002	0	0.0014	0.00129	0.00408	0	0	0	0.0011	0	0	0.00545	0.00503	0	0.00249	0	0.00691	0	0	0.0012	0	0.00124	0.00124	0.0045	0.00589	0.00326	0.00283	0	0.00171	0.00324	0	0	0	0	0.00698	0.00516	0	0.0013	0.0063	0.00148	0	0	0	0.00315	0.00242	0	0.00751	0	0.0238634	0.00104	0	0	0.00266	0.00105	0.0011	0	0	0.00496	0.00102	0.00133	0.00106	0.00111	0	0.00108	0	0.0013	0	0	0.00339	0.00217	0	0.0204356
Eggerthella_lenta	0.0185642	0	0	0	0	0	0.0106233	0	0.0102431	0	0	0.00282	0.00289	0	0.00332	0	0	0	0.00386	0	0.00654	0	0.00542	0.00168	0	0	0.00162	0.00112	0.00206	0.00427	0.0046	0	0.0022	0.00105	0.0047	0.0048	0.00438	0	0	0	0	0.00106	0	0.00155	0.0013	0.00197	0.00312	0	0	0.00155	0.006	0	0.00421	0.00129	0	0	0	0.00245	0.0011	0	0	0.00182	0	0	0.0186718	0	0.0023	0	0	0.0012	0	0	0.00124	0	0	0.00978	0	0	0.00171	0.00216	0	0	0.00506	0.00185	0.00523	0.00172	0.00201	0	0	0.00295	0	0	0.00252	0.00735	0.00242	0	0	0	0	0.00104	0	0.00317	0.00531	0.00105	0.0011	0	0	0	0.00918	0	0.00318	0	0.00393	0.0054	0	0	0	0	0.00679	0	0.00202	0
Pseudomonas_sp._Lz4W	0	0	0	0	0	0	0.00212	0	0.1177957	0	0	0.0169178	0	0	0	0.00562	0	0	0	0	0	0	0	0	0.00286	0	0.00809	0	0	0	0.0046	0	0	0.00105	0	0	0	0	0	0	0	0	0.00129	0	0	0.00197	0	0.0169189	0	0.00155	0	0.0027	0.0014	0	0	0	0	0.00122	0.0011	0	0	0.00727	0	0	0	0	0.00115	0	0	0.0012	0	0.00124	0	0	0	0	0.00142	0	0.00341	0.00108	0	0	0.00169	0.00185	0	0	0	0	0	0	0.00456	0.00372	0	0.0178386	0	0	0	0	0	0	0	0	0.00398	0	0.0033	0.00485	0	0	0.00102	0	0.00212	0.00111	0	0	0.00266	0	0.00265	0	0.00113	0	0	0
Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00332	0	0.00205	0.00157	0	0	0	0	0.0108442	0	0	0	0	0.00112	0	0	0.0046	0	0	0	0	0	0.00876	0	0	0.00182	0.00637	0	0	0.0031	0	0	0	0.0013	0	0	0.002	0	0	0	0	0	0	0	0	0	0.00443	0	0	0	0	0	0	0.00165	0	0.0012	0	0	0	0	0	0	0.00142	0.1120294	0.00171	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0.00242	0.0015	0	0	0	0	0	0	0	0	0.0011	0.00243	0	0.00248	0.00102	0	0	0	0	0	0	0.0351188	0	0	0	0	0	0
Flavonifractor_plautii	0.0436805	0.0041	0.0011	0	0.00239	0.00222	0.0106233	0	0.0290221	0.00238	0	0.00282	0	0.00149	0.00111	0.00374	0	0.00157	0.00129	0.00467	0	0	0	0.00168	0.00286	0	0.00324	0.00112	0.00413	0.00213	0	0.00369	0	0.0021	0	0.0048	0.00438	0.00127	0	0.00182	0	0	0	0.00155	0.00391	0	0	0	0.00306	0	0.002	0	0.0014	0	0	0	0	0.00367	0.0011	0	0	0	0.00336	0	0	0.0101031	0.00115	0	0	0.0012	0	0.00124	0	0.00112	0.00295	0.00326	0	0.00114	0.00171	0	0.00109	0.00161	0.00338	0.00185	0.00523	0	0	0	0.00126	0	0	0	0	0	0.00242	0	0	0	0	0	0	0.00423	0.00133	0	0.0022	0.00243	0.00219	0	0.00204	0	0.00212	0	0.00196	0.00324	0.00266	0.0013	0	0.00334	0.00226	0	0.00202	0.00215
Propionibacterium_virus_P91	0	0	0.00991	0	0	0.0166168	0	0.00219	0	0	0	0.00141	0	0	0	0	0.00205	0	0	0	0	0	0	0	0	0.00108	0	0.00337	0.00413	0.0064	0.0138039	0.00369	0.01541	0.0042	0.00235	0.0016	0	0.0101991	0	0.0145582	0	0.0116991	0.00258	0	0	0	0.00312	0	0	0	0	0	0.0014	0.00129	0.00408	0	0.00266	0	0.0033	0.0216939	0	0	0	0	0	0	0	0	0	0.00481	0	0	0	0	0.00295	0	0.00425	0.00114	0	0.00324	0.00109	0	0.00506	0	0	0	0.00201	0	0.00504	0	0.00456	0	0	0	0	0.0120001	0	0	0	0.00104	0	0	0.00133	0	0	0.00728	0	0	0	0	0	0	0	0	0.00797	0.0013	0	0	0	0	0	0
Immundisolibacter_cernigliae	0	0.00273	0	0	0	0	0	0	0	0	0	0.00141	0.00434	0.00446	0.00221	0.00562	0	0.0047	0.00257	0	0	0	0	0.00503	0	0.00108	0.00162	0.00337	0.00619	0.0298679	0	0	0.0044	0.00526	0.00117	0.008	0.00876	0.00127	0.0016	0.00182	0	0.00319	0.00129	0.00465	0.00391	0	0.0078	0.0013	0.00612	0.00776	0.004	0.00539	0.00281	0.00258	0	0	0	0.00612	0	0	0	0	0	0	0.00124	0	0.00346	0	0	0.0012	0	0.00124	0	0.00112	0.00884	0	0	0	0.00171	0.00108	0	0	0	0.00185	0	0	0	0	0.00378	0.00148	0.00228	0.00124	0	0.00525	0.00242	0	0	0	0	0.00104	0	0.0074	0.00266	0.00105	0	0.00485	0.00219	0	0.00204	0.00133	0.00741	0.00223	0	0.00648	0	0	0	0	0.00792	0	0	0
Azoarcus_olearius	0	0.00683	0	0	0	0	0	0	0	0	0.0117829	0.00423	0.00145	0.00892	0	0	0	0.0047	0.00129	0	0	0	0	0.00503	0	0	0	0.00337	0.00413	0.014934	0	0	0.0044	0.00315	0.00117	0.0175961	0	0	0	0.00182	0	0.00213	0.00129	0.00465	0	0	0	0.0026	0	0.00776	0	0.00809	0.00843	0.00129	0	0	0.00133	0.00245	0	0.00108	0	0	0	0	0.00124	0	0.00115	0	0	0.0012	0	0	0	0	0	0.00326	0.00142	0	0.00171	0.00108	0	0	0.00169	0	0	0.00516	0	0	0	0	0	0	0	0.0136413	0.00121	0.0015	0	0	0	0	0	0.0105725	0	0	0	0.00243	0.00437	0	0.00204	0	0.00953	0	0.00786	0.00756	0.00266	0.0013	0	0	0.00679	0.00109	0	0.00108
Chromobacterium_violaceum	0	0.013656	0	0	0.00358	0.0121857	0.00319	0	0	0	0	0	0.00145	0.0133827	0.00997	0.00562	0	0.00313	0.00129	0	0	0	0	0.00168	0.00286	0	0.00324	0.00449	0.00619	0.0128005	0	0	0.0066	0.00315	0.00117	0.0048	0.00438	0.00127	0	0	0.00159	0.00106	0.00129	0.00465	0.00391	0.00197	0.00156	0	0.00306	0.00465	0	0.0027	0.00281	0.00129	0	0	0	0.00122	0	0	0	0.00182	0	0	0.00124	0	0.0023	0	0	0.0012	0	0	0	0	0.00295	0.00326	0.00142	0.00114	0.00512	0	0	0	0	0	0	0	0	0	0.00126	0.00148	0	0.00124	0.00505	0.0042	0.00483	0	0	0	0	0	0	0.00952	0.00398	0.00105	0.0011	0	0	0	0.00204	0	0.00318	0	0	0.00756	0.00531	0.0013	0.0053	0.00334	0.00339	0	0	0
Streptomyces_sp._Tue_6075	0	0.00546	0	0	0	0	0.00106	0	0	0	0	0.00141	0.00145	0.00149	0.00775	0.00187	0	0.00157	0.00129	0.00467	0	0	0	0.00336	0.0114384	0.00108	0	0.00112	0.00413	0.00213	0	0	0	0.00315	0	0.0032	0	0.00255	0	0.00182	0	0	0	0.0031	0.00261	0.00197	0.00312	0.0013	0.00612	0	0	0.00539	0.00281	0.00258	0	0	0	0.0098	0.0011	0	0	0.00182	0	0	0.00373	0	0.00461	0	0	0.00361	0	0.00124	0	0.00112	0.0117841	0	0	0	0.00853	0.00108	0	0	0	0	0	0	0	0	0.00252	0.00148	0	0.00372	0	0.0367265	0.00121	0	0.00751	0	0	0	0	0.00106	0.00266	0.00105	0.0011	0.00243	0	0	0.00714	0.00133	0.00529	0.00111	0	0.00432	0	0	0	0.00334	0.00339	0	0.00202	0
Lactobacillus_johnsonii	0	0	0	0	0	0.00997	0.00531	0	0	0	0	0.00282	0.00289	0	0	0.00187	0	0	0	0.00467	0	0	0	0	0.00286	0	0.00971	0	0.0165098	0.00213	0	0	0	0.00105	0	0	0.00438	0	0	0.0145582	0.00159	0	0	0.0062	0	0	0	0.0676757	0.00306	0.0325768	0	0.0215657	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.00124	0	0.00225	0	0	0.00425	0.00572	0.00171	0.00216	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0.003	0.0025	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0	0.00589	0	0.00266	0	0	0	0	0	0.00404	0
Pseudomonas_umsongensis	0	0	0	0	0	0.0288025	0	0.00219	0	0	0.0599854	0	0	0.00149	0	0	0	0.00157	0	0	0	0	0	0.00168	0.00286	0	0.00324	0	0	0	0	0	0.0022	0.00105	0	0.0032	0	0	0	0	0.00159	0.00213	0	0.0031	0	0	0.00156	0.00521	0.00306	0	0.004	0	0.0014	0	0	0	0	0.00245	0.0011	0	0.00111	0	0	0	0	0	0.0023	0.00165	0	0.0012	0	0.00124	0	0	0.00589	0	0	0	0.00341	0.00108	0	0	0	0.00185	0	0	0	0	0	0	0.0205198	0.00248	0	0.0115426	0.00121	0	0	0	0	0.00104	0	0.00106	0	0	0	0.00243	0	0	0	0.00265	0.00212	0	0	0.00216	0.00266	0.0026	0.00265	0	0.00226	0	0	0
Candidatus_Thiodictyon_syntrophicum	0	0	0	0	0	0	0.00212	0.00546	0.0170718	0	0	0.00282	0	0.00892	0.00111	0.00562	0	0.00313	0.00129	0.0139978	0	0	0	0.00336	0.00572	0	0.00324	0.00337	0.00206	0.0064	0	0	0.0066	0.00526	0.00117	0.008	0	0.0051	0	0	0	0.00319	0.00129	0.00465	0.0013	0	0.0124735	0.0026	0	0.00465	0.006	0.00539	0.00421	0.00129	0.00408	0	0	0.0049	0	0	0	0.00182	0	0.0166926	0	0.0101031	0.0023	0	0	0.0012	0	0.00124	0.00124	0.00112	0.00295	0.00326	0	0.00114	0.00171	0.00108	0	0	0	0.00185	0	0	0	0	0	0.00295	0.00228	0.00124	0	0.00315	0.00121	0.0015	0	0	0	0	0	0.00634	0.00398	0	0	0	0.00875	0.00248	0.00204	0.00265	0.00529	0.00111	0	0.00216	0	0	0	0.00334	0.00565	0	0	0
Rhodomicrobium_vannielii	0	0	0	0.00318	0	0	0	0	0	0	0	0.00282	0.00145	0.0104088	0.00111	0.00562	0	0.0094	0.00129	0	0	0	0.00271	0.00336	0	0.00108	0.00324	0.00225	0.00206	0.0128005	0	0	0.0066	0.00631	0	0.0032	0	0.00127	0	0.00182	0.00159	0.00425	0.00129	0.00465	0.00783	0.00197	0.0078	0.0013	0.00306	0.00465	0.002	0	0.00702	0.00386	0.00408	0	0	0.00367	0	0	0	0.00363	0.00336	0	0	0	0.0023	0	0	0	0	0	0	0.00112	0.00295	0.00326	0	0	0	0.00108	0	0	0.00169	0.00185	0	0.00172	0.00201	0	0.00126	0.00148	0.00228	0.00124	0.00252	0.0021	0.00604	0	0	0	0	0.00104	0	0.00423	0.00531	0.0021	0	0.00243	0.00875	0	0.00204	0	0.00741	0.00111	0	0.0151165	0	0	0	0.00334	0.00113	0.00109	0	0
Propionibacterium_virus_PA6	0	0	0.0033	0	0	0	0	0.0295053	0	0	0.0139252	0.00564	0	0	0.00111	0	0.00615	0.00157	0	0	0	0	0.00271	0.00168	0.00286	0	0.00485	0.00112	0	0	0.0092	0	0.0044	0	0.00117	0	0	0	0.0048	0	0	0.00638	0.00258	0.00155	0.0013	0	0	0	0	0	0.002	0.0027	0	0.00129	0.00815	0	0	0.00245	0.0022	0.00325	0.00111	0	0	0	0	0	0	0	0	0	0	0.00124	0.00124	0	0	0	0.0254701	0.00229	0.00171	0.00108	0.00219	0.00161	0.00675	0.00185	0.0139504	0	0.00805	0	0.0063	0.00148	0	0	0	0	0	0.0075	0	0	0.00114	0	0	0	0	0	0	0	0	0.00248	0	0	0.00106	0	0.00589	0	0	0	0	0	0	0	0.00404	0
Acinetobacter_sp._NCu2D-2	0	0	0.00551	0.0222734	0	0	0	0	0.00341	0	0	0	0.00145	0	0	0.00374	0.00205	0.0438734	0.00129	0	0	0.00541	0	0	0	0	0.00162	0	0	0.00213	0	0	0.0044	0.0136662	0	0.0032	0	0.00127	0.0048	0.00182	0.00478	0	0	0.0123935	0.00522	0	0.00468	0.0013	0.0428082	0.00155	0.004	0.0027	0	0	0	0	0	0	0.0044	0	0	0.00363	0.00336	0	0.00124	0	0	0	0	0.0012	0	0	0.00124	0	0.00884	0	0.00142	0.00686	0	0	0	0	0.00169	0.00554	0	0.00172	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0.00133	0.00106	0	0	0	0	0.0013	0.0132612	0	0	0	0	0
Propionibacterium_phage_PHL179	0	0	0	0	0.00119	0	0	0.0251341	0	0	0.0117829	0.00705	0	0	0.00111	0	0.00205	0	0.00129	0	0	0	0.00271	0	0	0	0	0.00225	0	0	0.0046	0	0.0110072	0.012615	0.00117	0	0	0.00637	0	0.00364	0	0.00319	0	0	0.0013	0	0.00468	0	0	0	0.006	0	0	0	0	0	0	0	0.0011	0.0260326	0	0	0	0	0.00124	0	0	0	0	0.00601	0	0.00124	0	0.00112	0	0	0.00425	0.00343	0	0.00108	0	0	0.00844	0	0.00523	0	0	0	0	0	0	0	0	0	0.00121	0.0075	0	0	0	0.00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797	0.0026	0	0	0	0	0	0
