ID	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR009C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR099C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
Capnocytophaga leadbetteri	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	35	39	0	0	15	0	0	0	36	13	54	0	0	0	0	17	0	0	14	0	0	0	108	25	17	21	17	0	0	0	0	0	0	103	0	58	0	0	18	0	0	0	0	45	0	0	0	0	44	22	0	0	0	0	0	0	0	0	0	0	0	15	14	25	0	15	17	0	0	30	0	0	0	0	0	0	0	44	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga ochracea	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sp. ChDC OS43	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sputigena	0	14	0	0	0	0	0	0	0	0	0	0	15	0	0	36	35	0	0	0	0	0	0	43	0	34	0	0	0	0	0	0	0	0	0	0	0	37	33	0	30	0	0	0	0	0	0	0	20	0	31	0	22	25	0	0	0	0	45	0	0	0	0	0	19	0	0	0	0	0	37	0	0	0	0	0	26	0	28	0	0	17	0	0	27	0	24	0	0	0	0	0	19	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0
Carnobacterium sp. 17-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Castellaniella defragrans	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenulispora acidiphila	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	14	0	0	0
Caulobacter henricii	13	0	0	0	0	0	0	0	0	0	0	29	0	0	25	0	0	0	27	16	0	0	0	0	20	0	0	0	25	0	0	0	0	0	21	0	18	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	28	17	0	0	0	0	0	0	0	0	13	0	21	0	0	0	15	0	0	0	0	0	19	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	20	15	0	0	23	0	0	0	65	0	0	11	0	0	0	0	0	0	0	12
Caulobacter mirabilis	0	21	20	0	0	0	0	109	24	0	0	24	15	13	51	0	24	0	23	17	0	0	0	0	37	0	0	19	79	18	15	0	0	0	29	0	0	0	0	0	0	0	0	0	17	13	0	0	20	0	30	0	0	68	33	0	0	0	0	0	0	0	0	45	0	156	0	42	22	0	0	0	0	0	0	13	0	18	0	0	0	0	0	0	0	0	0	0	36	0	12	0	0	0	0	0	0	0	0	0	0	24	0	38	80	15	0	0	60	0	0	0	234	0	0	12	0	0	0	0	15	0	0	0
Caulobacter segnis	0	21	0	25	0	0	0	59	35	43	15	72	20	0	52	15	0	0	23	20	0	0	0	0	20	0	0	17	59	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	32	16	0	0	30	0	0	0	20	89	15	0	0	0	0	14	0	0	0	43	0	15	0	0	0	13	0	0	0	0	0	24	0	22	0	0	0	0	0	0	0	0	0	0	21	0	17	0	0	0	0	0	0	0	10	0	0	41	0	51	25	18	0	0	59	0	0	11	136	0	0	23	0	0	0	19	14	0	0	0
Caulobacter sp. K31	22	0	0	0	0	0	0	69	0	20	27	40	0	0	61	0	0	0	38	15	0	17	0	0	20	0	0	18	85	0	36	0	0	0	28	0	0	0	0	0	0	0	0	0	21	12	0	0	24	0	0	13	0	32	23	0	0	0	0	0	0	0	0	37	0	20	0	0	20	0	0	0	0	0	11	16	0	13	0	0	0	17	0	0	0	0	0	0	29	0	0	0	0	0	0	0	17	0	0	0	0	21	0	40	22	52	0	0	53	0	0	0	160	0	0	17	0	0	0	0	16	0	0	0
Caulobacter vibrioides	0	59	0	0	0	0	0	75	22	77	0	70	0	0	64	0	27	27	54	0	0	0	0	0	15	0	0	20	106	0	40	0	0	0	29	0	0	0	0	0	0	11	0	0	15	19	0	0	45	17	0	0	25	96	33	0	0	0	0	25	0	0	0	47	18	17	0	0	0	23	0	0	0	0	23	37	0	18	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	38	0	30	47	26	0	0	66	0	0	0	228	0	19	14	0	0	0	0	23	0	0	13
Caulobacteraceae bacterium OTSz_A_272	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Cedecea neteri	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celeribacter baekdonensis	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	14	0	0	0
Celeribacter ethanolicus	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	27	0	17	0	0	0	0	0	20	0	21	0	0	0	0	0	31	0	0	47	0	0	0	0	0	31	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
Celeribacter indicus	0	0	0	60	0	0	0	20	0	0	0	0	56	0	0	34	0	0	126	0	0	0	0	0	65	0	0	0	0	18	92	0	0	0	180	0	66	0	51	0	0	23	93	0	134	49	0	31	15	0	60	0	0	163	24	0	0	0	18	78	0	0	0	0	0	22	0	0	35	0	0	0	0	0	0	23	0	18	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	189	42	0	0	0	70	0	0	0	18	0	11	98	0	0	0	0	75	0	0	26
Celeribacter manganoxidans	0	0	0	0	32	0	0	11	0	0	0	15	34	0	0	23	0	0	74	0	0	0	0	0	20	0	21	0	0	0	44	0	0	0	50	0	34	0	18	0	0	0	28	0	18	15	0	0	0	0	15	0	0	37	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	31	13	0	0	0	15	0	0	0	23	0	0	40	0	0	0	0	18	0	0	0
Cellulomonas fimi	0	10	0	0	0	14	0	25	16	21	0	0	0	0	0	34	0	0	0	0	0	14	0	0	0	0	0	0	0	11	0	0	0	0	17	0	15	20	0	0	0	0	0	0	0	15	0	28	0	14	0	23	18	0	0	0	0	0	0	36	0	0	0	0	0	0	0	24	17	0	0	0	0	19	0	0	0	0	0	0	30	0	0	0	0	0	17	0	0	0	18	0	0	21	0	0	13	0	0	0	0	0	0	0	16	0	0	0	0	0	13	0	0	15	0	0	0	0	0	0	0	0	0	21
Cellulomonas flavigena	0	0	0	0	0	51	0	34	0	0	0	12	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	0	28	0	52	0	0	0	0	0	0	0	13	11	0	28	14	0	17	0	0	0	0	11	15	0	0	160	0	0	0	0	0	0	14	0	0	0	0	31	0	39	0	0	0	0	0	0	71	0	0	20	0	0	26	0	0	0	0	14	0	57	0	15	17	0	0	0	0	0	0	15	14	0	0	0	0	0	103	0	0	18	0	30	0	0	0	0	19	0	0	15
Cellulomonas gilvus	0	0	0	0	0	16	0	416	0	0	25	15	0	0	0	36	15	0	0	0	0	0	0	0	0	0	0	0	15	20	27	0	0	0	75	0	24	12	0	0	0	0	0	0	0	0	0	0	18	0	0	14	31	0	0	0	13	0	0	70	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	29	0	20	16	0	0	0	0	0	0	13	0	0	0	0	0	0	36	0	0	18	0	0	0	0	0	0	14	0	0	0
Cellulomonas sp. PSBB021	50	0	0	0	27	38	0	20	0	0	0	10	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	22	0	31	0	10	0	0	0	0	0	0	13	0	0	0	0	0	23	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	18	0	0	0	53	0	0	0	0	0	0	0	0	0	15	0	0	47	0	28	17	0	0	0	0	0	0	16	0	0	0	0	0	0	51	0	0	14	0	29	0	0	0	0	29	0	0	30
Cellulosilyticum lentocellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium cellulans	0	12	0	0	30	16	0	27	0	25	0	0	12	0	0	0	14	0	0	0	0	0	0	0	0	20	0	0	15	13	0	0	0	0	29	0	29	0	13	0	17	0	0	0	0	21	0	16	0	16	0	29	16	15	0	0	0	0	0	67	0	0	0	0	0	0	0	24	0	0	0	13	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	63	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	32	0	16	0	0	0	0	0	0	0	0
Cellulosimicrobium sp. TH-20	27	35	0	0	32	125	0	31	0	28	21	18	73	27	0	43	0	0	25	0	0	0	0	0	0	15	0	0	31	39	0	0	0	0	139	0	0	20	18	17	0	25	0	0	0	28	0	14	0	0	0	16	39	0	19	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	22	0	13	0	37	0	0	0	11	0	0	0	0	0	17	0	0	37	0	31	35	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	18	31	0	14	0	0	0	0	18	0	0	0
Cellvibrio sp. PSBB023	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans sp. BNC1	0	0	0	0	0	0	0	0	0	0	0	0	13	22	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	110	0	0	16	0	0	11	0	0	0	0	0	0	0	14	0	0	38	0	0	16	0	0	15	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Chelatococcus daeguensis	0	0	0	60	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	14	0	0	26	0	0	18	0	0	23	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	37	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	23
Chelatococcus sp. CO-6	0	0	0	0	16	0	0	0	0	0	0	0	19	0	31	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	20	35	0	0	0	0	28	0	0	19	0	0	0	0	0	15	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	52	27	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
Chitinophaga caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium limicola	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexus aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondrocystis sp. NIES-4102	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondromyces crocatus	0	0	0	25	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium violaceum	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chroococcidiopsis thermalis	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	22	0	0	11	0	21	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium camelliae	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium glaciei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium indologenes	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	75	62	0	0	232	0	0	0	0	0	0	0	58	0	0	66	52	0	0	0	0	0	0	0	0	0	0	79	47	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium piperi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. IHB B 17019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. StRB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. T16E-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium taklimakanense	0	0	0	0	0	0	0	22	0	0	0	18	557	0	46	277	101	0	337	434	0	0	824	0	0	0	61	0	0	0	490	0	0	399	165	33	61	0	0	0	0	0	0	0	0	101	292	0	0	0	80	0	0	29	0	0	19	0	26	16	38	0	0	0	0	0	188	25	53	0	0	85	0	0	18	0	0	61	0	0	0	0	0	0	0	0	29	0	0	0	32	0	0	69	0	0	292	0	0	0	0	0	0	28	0	0	0	0	0	0	14	0	0	34	0	127	0	0	0	0	34	0	0	79
Chthonomonas calidirosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter amalonaticus	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter freundii	39	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
Citrobacter koseri	45	0	0	0	0	39	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	445	0
Citrobacter sp. FDAARGOS_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
